churn_reason,Customer ID,Total Refunds,Total Charges,Total Revenue,Paperless Billing,Total Long Distance Charges,Total Extra Data Charges,Contract,Tenure in Months,Number of Referrals,Monthly Charge,Payment Method,Customer Status,Avg Monthly GB Download
,5076-YVXCM,29.76,4149.45,6491.61,No,2341.92,30,Month-to-Month,51,0,83.4,Bank Withdrawal,Stayed,12
2,5077-DXTCG,0,45.3,71.71,Yes,26.41,0,Month-to-Month,1,0,45.3,Bank Withdrawal,Churned,26
,5081-NWSUP,0,685.55,1060.05,No,374.5,0,One Year,10,0,64.9,Credit Card,Stayed,5
,5084-OOVCJ,0,920.5,1264.41,Yes,343.91,0,Month-to-Month,17,1,55.35,Credit Card,Stayed,69
13,5087-SUURX,0,669.85,669.85,Yes,0,0,Month-to-Month,18,1,39.05,Bank Withdrawal,Churned,30
,5088-QZLRL,0,20.65,22.12,No,1.47,0,Month-to-Month,1,0,20.65,Bank Withdrawal,Joined,
7,5089-IFSDP,0,6144.55,7767.97,Yes,1623.42,0,Two Year,58,1,109.45,Bank Withdrawal,Churned,24
,5090-EMGTC,0,6034.85,8734.1,Yes,2699.25,0,Two Year,59,10,100.05,Credit Card,Stayed,11
,5091-HFAZW,0,168.5,272.06,Yes,93.56,10,Month-to-Month,2,0,91.15,Bank Withdrawal,Joined,12
,5092-STPKP,0,1381.2,2105.52,No,724.32,0,Month-to-Month,24,0,56.35,Credit Card,Stayed,4
,5093-FEGLU,0,921.55,3078.85,No,2157.3,0,Two Year,47,1,19.65,Bank Withdrawal,Stayed,
8,5095-AESKG,0,242.95,347.78,Yes,94.83,10,Month-to-Month,3,1,91.5,Credit Card,Churned,20
,5095-ETBRJ,0,3112.05,3241.85,No,129.8,0,Two Year,55,5,56.8,Credit Card,Stayed,69
5,5099-BAILX,0,4687.9,5312.26,Yes,624.36,0,Month-to-Month,43,1,110.75,Bank Withdrawal,Churned,5
2,5103-MHMHY,0,45.95,92.12,No,46.17,0,Month-to-Month,1,0,45.95,Mailed Check,Churned,19
5,5108-ADXWO,0,791.75,1219.43,Yes,427.68,0,Month-to-Month,11,0,73.5,Bank Withdrawal,Churned,30
,5110-CHOPY,0,3237.05,3237.05,No,0,0,Two Year,60,0,53.6,Bank Withdrawal,Stayed,4
,5115-GZDEL,0,4671.7,4671.7,No,0,0,Two Year,72,0,67.2,Credit Card,Stayed,71
,5115-SQAAU,28.09,1673.4,3092.93,Yes,1447.62,0,Two Year,69,5,25.6,Bank Withdrawal,Stayed,
,5117-IFGPS,0,2357.75,3423.5,Yes,1065.75,0,Two Year,29,7,84.3,Bank Withdrawal,Stayed,12
,5117-ZSMHQ,0,6342.7,9160.17,No,2667.47,150,Two Year,71,9,89.9,Bank Withdrawal,Stayed,85
,5118-MUEYH,0,5083.55,6967.55,Yes,1884,0,Month-to-Month,48,4,105.1,Credit Card,Stayed,51
,5119-KEPFY,0,3440.25,3655.89,Yes,215.64,0,Month-to-Month,36,3,95,Bank Withdrawal,Stayed,6
,5119-NZPTV,0,141.65,211.63,No,69.98,0,Month-to-Month,2,9,70.1,Bank Withdrawal,Joined,24
,5120-ZBLAI,0,3876.2,4349.7,No,473.5,0,One Year,50,5,75.7,Bank Withdrawal,Stayed,28
,5122-CYFXA,0,244.1,361.07,Yes,116.97,0,Month-to-Month,3,0,75.3,Bank Withdrawal,Joined,20
,5124-EOGYE,0,638.55,1710.22,No,1071.67,0,Two Year,31,0,20.45,Credit Card,Stayed,
,5125-CNDSP,0,2588.95,2588.95,Yes,0,0,One Year,63,0,40.6,Bank Withdrawal,Stayed,28
,5126-RCXYW,0,2424.05,2514.05,No,0,90,Two Year,54,0,46,Credit Card,Stayed,19
,5127-BZENZ,0,3512.15,5736.47,No,2224.32,0,One Year,56,1,65.2,Bank Withdrawal,Stayed,11
,5129-HHMZC,0,3574.5,4480.94,No,906.44,0,Two Year,43,6,86.45,Credit Card,Stayed,14
,5129-JLPIS,0,2686.05,2946.05,Yes,260,0,Month-to-Month,25,0,105.5,Bank Withdrawal,Stayed,48
6,5130-IEKQT,0,2655.25,3813.75,No,1158.5,0,Month-to-Month,25,0,105.95,Credit Card,Churned,22
,5130-YPIRV,0,4284.2,4681.62,Yes,397.42,0,Two Year,62,1,72,Credit Card,Stayed,59
,5131-PONJI,0,4494.65,5069.91,Yes,575.26,0,Month-to-Month,49,10,90.4,Credit Card,Stayed,20
,5133-POWUA,0,45.8,59.42,Yes,13.62,0,Month-to-Month,1,0,45.8,Credit Card,Joined,21
,5133-VRSAB,0,216.45,226.45,No,0,10,Month-to-Month,8,0,29.35,Credit Card,Stayed,8
3,5134-IKDAY,0,69.8,80.88,Yes,11.08,0,Month-to-Month,1,1,69.8,Bank Withdrawal,Churned,13
,5135-GRQJV,0,8331.95,8735.15,Yes,403.2,0,Two Year,72,4,114.5,Mailed Check,Stayed,19
,5135-RDDQL,37.04,3221.25,4779.37,Yes,1595.16,0,Two Year,63,6,50.65,Bank Withdrawal,Stayed,11
,5136-GFPMB,0,4869.5,6776.78,No,1907.28,0,Month-to-Month,54,0,89.4,Credit Card,Stayed,15
2,5136-KCKGI,0,3467,4840.13,Yes,1373.13,0,One Year,33,1,103.7,Mailed Check,Churned,73
,5136-RGMZO,0,2168.15,2366.55,Yes,198.4,0,Month-to-Month,31,0,71.05,Bank Withdrawal,Stayed,24
5,5138-WVKYJ,0,1008.55,1284.25,No,275.7,0,Month-to-Month,10,0,98.55,Bank Withdrawal,Churned,13
,5140-FOMCQ,0,6557.75,8945.48,Yes,2387.73,0,One Year,59,7,109.15,Credit Card,Stayed,4
,5141-ZUVBH,0,870.25,1249.15,No,378.9,0,Month-to-Month,9,0,93,Bank Withdrawal,Stayed,16
9,5143-EGQFK,0,291.4,401.4,Yes,0,110,Month-to-Month,10,0,29.65,Bank Withdrawal,Churned,20
12,5143-WMWOG,0,19.95,37.56,No,17.61,0,Month-to-Month,1,0,19.95,Bank Withdrawal,Churned,
,5144-PQCDZ,0,59.25,198.69,Yes,139.44,0,Month-to-Month,4,0,19.95,Credit Card,Stayed,
,5144-TVGLP,45.82,3653,5391.66,No,1784.48,0,Two Year,38,0,94.75,Bank Withdrawal,Stayed,13
,5146-CBVOE,0,1212.85,1821.17,No,608.32,0,Month-to-Month,16,0,75.1,Bank Withdrawal,Stayed,25
,5146-YYFRZ,0,1311.75,2338.19,No,1026.44,0,Two Year,67,0,19.95,Bank Withdrawal,Stayed,
,5148-HKFIR,0,406.95,724.35,No,317.4,0,Two Year,20,0,19.7,Credit Card,Stayed,
,5148-ORICT,0,4759.55,5913.47,Yes,1153.92,0,Two Year,64,2,74.35,Mailed Check,Stayed,42
,5149-CUZUJ,0,2768.35,3533.87,No,765.52,0,One Year,28,1,92.9,Bank Withdrawal,Stayed,16
,5149-QYTTU,0,6770.85,9222.48,Yes,2451.63,0,One Year,71,3,95.15,Credit Card,Stayed,19
,5149-TGWDZ,0,2239.4,3001.91,Yes,762.51,0,One Year,21,0,104.55,Credit Card,Stayed,27
,5150-ITWWB,0,335.75,449.09,Yes,113.34,0,Two Year,3,0,94.85,Bank Withdrawal,Joined,28
,5150-LJNSR,0,3082.1,4213.29,No,1131.19,0,One Year,31,3,98.05,Bank Withdrawal,Stayed,59
,5151-HQRDG,0,2030.75,3044.92,Yes,1014.17,0,Month-to-Month,37,6,55.05,Mailed Check,Stayed,10
,5153-LXKDT,0,7467.5,8723.46,Yes,1255.96,0,Two Year,68,1,110.2,Bank Withdrawal,Stayed,75
,5153-RTHKF,0,2896.6,3696.96,No,800.36,0,Month-to-Month,34,0,85.35,Bank Withdrawal,Stayed,76
8,5154-VEKBL,0,539.85,539.85,No,0,0,Month-to-Month,9,0,58.5,Mailed Check,Churned,48
,5155-AZQPB,0,1410.25,2569.73,No,1159.48,0,Month-to-Month,28,6,49.9,Credit Card,Stayed,30
,5156-UMKOW,0,90.05,90.05,No,0,0,Month-to-Month,3,0,29.65,Mailed Check,Joined,53
,5158-RIVOP,0,202.3,230.02,No,27.72,0,Two Year,11,3,20.9,Credit Card,Stayed,
2,5159-YFPKQ,0,160.75,209.37,Yes,48.62,0,Month-to-Month,2,0,75.8,Bank Withdrawal,Churned,16
,5160-UXJED,0,681.4,902.74,No,221.34,0,One Year,17,0,44.6,Credit Card,Stayed,73
,5161-UBZXI,0,7261.75,10221.85,Yes,2960.1,0,Two Year,69,1,106.35,Credit Card,Stayed,24
,5161-XEUVX,0,3460.95,3946.76,No,485.81,0,Two Year,37,8,94.3,Credit Card,Stayed,58
17,5167-GBFRE,0,102.5,102.5,Yes,0,0,Month-to-Month,4,0,25.2,Bank Withdrawal,Churned,19
5,5167-ZFFMM,0,90.85,99.41,Yes,8.56,0,Month-to-Month,1,0,90.85,Credit Card,Churned,24
,5168-MQQCA,0,8003.8,10771.48,Yes,2767.68,0,One Year,72,2,108.5,Bank Withdrawal,Stayed,16
,5168-MSWXT,0,759.55,936.67,Yes,177.12,0,Month-to-Month,8,4,94.75,Bank Withdrawal,Stayed,82
,5170-PTRKA,0,1782,1782,Yes,0,0,One Year,49,1,35.8,Credit Card,Stayed,82
,5171-EPLKN,0,470,1756.55,No,1286.55,0,Two Year,27,0,19.85,Credit Card,Stayed,
,5172-MIGPM,0,237.2,290.44,No,53.24,0,Month-to-Month,4,0,65.55,Credit Card,Stayed,59
,5172-RKOCB,0,7875,9405.72,Yes,1530.72,0,Two Year,72,0,108.95,Credit Card,Stayed,53
,5173-WXOQV,0,143.65,182.47,Yes,8.82,30,Month-to-Month,2,2,64.2,Credit Card,Joined,26
,5173-ZXXXL,0,47.7,110.6,No,62.9,0,One Year,2,0,19.95,Credit Card,Joined,
,5174-ITUMV,0,6989.45,9601.11,Yes,2611.66,0,One Year,67,0,105.4,Bank Withdrawal,Stayed,16
10,5174-RNGBH,0,620.55,853.84,No,223.29,10,Month-to-Month,9,0,66.25,Mailed Check,Churned,69
13,5175-AOBHI,0,193.6,253.88,Yes,60.28,0,Month-to-Month,4,0,46,Mailed Check,Churned,16
,5175-WLYXL,0,1600.25,2317.95,Yes,667.7,50,Month-to-Month,22,0,78.85,Credit Card,Stayed,10
,5176-LDKUH,0,3772.65,5753.13,No,1980.48,0,One Year,48,0,75.15,Bank Withdrawal,Stayed,23
,5176-LMJXE,0,945.7,3046.13,Yes,2100.43,0,Two Year,47,0,20.55,Credit Card,Stayed,
,5176-OLSKT,0,4370.25,7370.65,No,2930.4,70,Two Year,66,5,66.9,Bank Withdrawal,Stayed,11
,5177-RVZNU,0,755.4,1133.91,No,378.51,0,One Year,37,0,20.3,Bank Withdrawal,Stayed,
6,5178-LMXOP,0,95.1,99.99,Yes,4.89,0,Month-to-Month,1,1,95.1,Bank Withdrawal,Churned,11
16,5180-UCIIQ,0,880.2,880.2,No,0,0,Month-to-Month,22,5,40.05,Mailed Check,Churned,18
,5181-OABFK,0,3346.8,4410.24,Yes,1063.44,0,Two Year,56,7,61.3,Credit Card,Stayed,53
,5183-KLYEM,0,8192.6,10729.88,Yes,2537.28,0,Two Year,72,0,112.75,Credit Card,Stayed,42
,5183-SNMJQ,43.25,865.1,1278.75,Yes,456.9,0,Month-to-Month,10,0,95.1,Credit Card,Stayed,11
,5186-EJEGL,0,653.25,963.12,Yes,309.87,0,Month-to-Month,9,0,69.5,Credit Card,Stayed,51
,5186-PEIZU,0,617.65,1941,No,1323.35,0,Month-to-Month,35,0,19.25,Bank Withdrawal,Stayed,
6,5186-SAMNZ,0,69.5,190.7,Yes,41.2,80,Month-to-Month,1,0,69.5,Bank Withdrawal,Churned,15
,5188-HGMLP,0,3919.15,5817.79,No,1898.64,0,Month-to-Month,54,10,74,Bank Withdrawal,Stayed,5
2,5192-EBGOV,0,85.7,131.51,Yes,45.81,0,Month-to-Month,1,0,85.7,Bank Withdrawal,Churned,21
,5193-QLVZB,0,6536.5,9607.75,Yes,3071.25,0,Two Year,63,0,104.75,Bank Withdrawal,Stayed,21
,5195-KPUNQ,0,5206.55,7039.29,Yes,1832.74,0,One Year,53,0,96.75,Credit Card,Stayed,28
12,5196-SGOAK,0,75.7,84.75,Yes,9.05,0,Month-to-Month,1,0,75.7,Bank Withdrawal,Churned,21
,5196-WPYOW,0,3994.05,4431.56,No,437.51,0,One Year,67,1,60.05,Credit Card,Stayed,19
,5197-LQXXH,37.44,5894.5,6809.17,Yes,952.11,0,Two Year,71,9,83.3,Credit Card,Stayed,18
,5197-PYEPU,0,3923.8,4331.34,Yes,267.54,140,One Year,42,5,94.45,Credit Card,Stayed,69
,5197-YPYBZ,0,274.7,749.78,No,475.08,0,Two Year,12,4,25.25,Credit Card,Stayed,
,5198-EFNBM,0,5199.8,7857.14,Yes,2657.34,0,One Year,57,10,90.65,Bank Withdrawal,Stayed,4
,5198-HQAEN,0,3165.6,3219.15,Yes,53.55,0,One Year,35,5,89.7,Bank Withdrawal,Stayed,57
,5199-FPUSP,0,1113.95,1113.95,No,0,0,One Year,33,0,34.05,Credit Card,Stayed,12
,5201-CBWYG,0,1476.25,2498.01,No,1021.76,0,One Year,62,1,24.8,Bank Withdrawal,Stayed,
,5201-FRKKS,40.54,1952.25,2344.21,No,432.5,0,Month-to-Month,25,0,74.3,Bank Withdrawal,Stayed,26
,5201-USSQZ,0,2196.45,3295.21,No,1098.76,0,Month-to-Month,26,1,85.9,Credit Card,Stayed,2
10,5202-IVJNU,0,1131.3,1281.3,No,0,150,Month-to-Month,39,0,30.1,Credit Card,Churned,24
,5203-XEHAX,46.39,2053.05,3555.7,No,1549.04,0,One Year,34,0,64.35,Bank Withdrawal,Stayed,7
,5204-HMGYF,0,4345,5965.43,Yes,1620.43,0,One Year,49,4,87.2,Credit Card,Stayed,23
2,5204-QZXPU,0,733.35,733.35,Yes,0,0,Month-to-Month,19,0,39.65,Bank Withdrawal,Churned,21
,5206-HPJKM,0,934.15,1506.71,Yes,572.56,0,Month-to-Month,17,0,55.5,Credit Card,Stayed,14
,5206-XZZQI,39.45,4348.1,7006.78,Yes,2608.13,90,Month-to-Month,53,0,80.6,Credit Card,Stayed,29
,5207-PLSTK,0,48.75,75.01,Yes,26.26,0,Month-to-Month,1,10,48.75,Credit Card,Joined,22
,5208-FVQKB,0,4664.15,6409.25,No,1745.1,0,Two Year,70,7,67.95,Credit Card,Stayed,15
2,5208-HFSBT,0,102.75,187.85,Yes,85.1,0,Month-to-Month,2,0,55.05,Credit Card,Churned,30
,5213-TWWJU,0,2626.15,3892.87,No,1266.72,0,Month-to-Month,28,0,91,Bank Withdrawal,Stayed,59
,5214-CHIWJ,0,595.05,1179.87,No,584.82,0,One Year,27,0,20.3,Credit Card,Stayed,
,5214-NLTIT,0,6511.8,8278.2,Yes,1706.4,60,Two Year,72,1,90.8,Credit Card,Stayed,59
,5215-LNLDJ,0,149.05,149.05,Yes,0,0,Month-to-Month,7,3,-7,Bank Withdrawal,Stayed,76
,5216-WASFJ,0,2633.4,2797.7,Yes,164.3,0,Two Year,31,4,84.85,Bank Withdrawal,Stayed,3
3,5219-YIPTK,0,3409.6,3783.16,Yes,373.56,0,Month-to-Month,33,1,104.4,Bank Withdrawal,Churned,12
,5220-AGAAX,0,1664.3,1848.58,Yes,184.28,0,Two Year,68,8,24,Bank Withdrawal,Stayed,
,5222-IMUKT,0,2871.5,4385.1,No,1513.6,0,Month-to-Month,32,0,91.05,Bank Withdrawal,Stayed,24
,5222-JCXZT,0,78.9,159.54,No,80.64,0,Month-to-Month,4,0,19,Mailed Check,Stayed,
,5223-UZAVK,0,6603.8,7240.6,Yes,636.8,0,One Year,64,0,100.3,Credit Card,Stayed,2
,5226-NOZFC,0,2146.5,3195.6,Yes,1049.1,0,Month-to-Month,26,0,85.75,Bank Withdrawal,Stayed,13
,5227-JSCFE,18.64,3353.4,3334.76,No,0,0,Two Year,71,9,46.35,Credit Card,Stayed,19
5,5228-EXCET,0,1008.7,1171.72,Yes,163.02,0,Month-to-Month,13,0,80.85,Bank Withdrawal,Churned,20
,5229-DTFYB,27.09,3959.15,4352.72,Yes,420.66,0,Two Year,41,0,98.8,Bank Withdrawal,Stayed,2
18,5229-PRWKT,0,649.65,847.73,Yes,198.08,0,Month-to-Month,8,0,86.55,Bank Withdrawal,Churned,2
,5231-FIQPA,0,810.45,905.57,Yes,95.12,0,Two Year,41,0,19.85,Credit Card,Stayed,
,5232-NXPAY,0,3510.3,3673.39,No,163.09,0,Two Year,47,0,74.45,Credit Card,Stayed,12
,5233-AOZUF,0,2149.05,2305.36,Yes,156.31,0,Month-to-Month,29,3,74.95,Bank Withdrawal,Stayed,17
2,5233-GEEAX,0,221.9,221.9,Yes,0,0,Month-to-Month,8,0,29.4,Bank Withdrawal,Churned,4
8,5236-PERKL,0,6465,9250.02,Yes,2785.02,0,Two Year,57,0,112.95,Bank Withdrawal,Churned,6
,5236-XMZJY,0,2536.55,3463.91,No,927.36,0,Month-to-Month,42,0,59.65,Bank Withdrawal,Stayed,26
,5240-CAOYT,1.83,4884.85,6494.41,Yes,1611.39,0,Month-to-Month,57,0,87.55,Bank Withdrawal,Stayed,41
2,5240-IJOQT,0,74.7,86.04,Yes,11.34,0,Month-to-Month,1,0,74.7,Bank Withdrawal,Churned,20
,5242-UOWHD,0,929.2,2685.55,No,1756.35,0,Two Year,45,3,20.35,Credit Card,Stayed,
,5243-SAOTC,0,4308.25,4720.81,Yes,412.56,0,Month-to-Month,54,0,79.85,Bank Withdrawal,Stayed,3
17,5244-IRFIH,0,3105.55,4022.29,Yes,916.74,0,Month-to-Month,33,1,94.5,Bank Withdrawal,Churned,8
,5245-VDBUR,0,1958.95,1958.95,No,0,0,One Year,52,4,35.45,Credit Card,Stayed,8
,5248-KWLAR,0,6325.25,7633.07,No,1307.82,0,Two Year,71,1,90.35,Bank Withdrawal,Stayed,29
,5248-RPYWW,0,6716.45,7427.81,Yes,711.36,0,Two Year,72,2,90.15,Bank Withdrawal,Stayed,16
,5248-YGIJN,0,6369.45,7155.69,Yes,786.24,0,Two Year,72,9,90.25,Credit Card,Stayed,28
,5249-QYHEX,0,1024.7,2362.3,Yes,1337.6,0,Two Year,40,2,24.8,Credit Card,Stayed,
,5256-SKJGO,0,3423.5,3423.5,Yes,0,0,Two Year,64,1,54.6,Bank Withdrawal,Stayed,30
,5260-UMPWX,0,493.95,1129.39,Yes,635.44,0,Month-to-Month,26,4,20.25,Credit Card,Stayed,
5,5261-QSHQM,0,86.6,86.6,Yes,0,0,Month-to-Month,4,0,24.45,Bank Withdrawal,Churned,9
,5266-PFRQK,0,1071.6,3124.56,Yes,2052.96,0,One Year,52,2,20.85,Credit Card,Stayed,
,5268-DSMNQ,0,5936.55,6643.97,Yes,707.42,0,One Year,62,5,97.95,Credit Card,Stayed,25
,5269-NRGDP,0,3088.25,3709.85,No,621.6,0,One Year,42,1,73.15,Bank Withdrawal,Stayed,23
,5271-DBYSJ,0,827.7,1262.94,Yes,295.24,140,Month-to-Month,11,0,79.15,Credit Card,Stayed,15
1,5271-YNWVR,0,7856,9465.56,Yes,1609.56,0,Two Year,68,1,113.15,Bank Withdrawal,Churned,22
,5274-XHAKY,0,3893.6,3959.2,Yes,65.6,0,Month-to-Month,41,10,94.3,Bank Withdrawal,Stayed,59
,5275-PMFUT,0,4719.75,4719.75,Yes,0,0,Two Year,72,9,64.8,Credit Card,Stayed,18
2,5275-SQEIZ,0,80.85,95.76,Yes,14.91,0,Month-to-Month,1,0,80.85,Credit Card,Churned,21
1,5276-KQWHG,0,131.65,162.29,Yes,30.64,0,Month-to-Month,2,0,69.6,Bank Withdrawal,Churned,21
10,5277-ZLOOR,0,187.45,198.43,Yes,10.98,0,Month-to-Month,2,0,85.55,Bank Withdrawal,Churned,25
,5278-PNYOX,0,4917.75,5462.14,No,544.39,0,Two Year,49,0,100.65,Credit Card,Stayed,27
5,5281-BUZGT,0,3186.7,4026.58,Yes,839.88,0,Month-to-Month,36,0,90.85,Bank Withdrawal,Churned,23
,5285-MVEHD,0,6068.65,7978.25,Yes,1909.6,0,One Year,56,1,105.6,Credit Card,Stayed,13
,5286-YHCVC,0,7470.1,10385.38,Yes,2915.28,0,Two Year,72,4,104.8,Bank Withdrawal,Stayed,15
12,5287-QWLKY,0,7548.1,10718.96,Yes,3170.86,0,Month-to-Month,71,1,105.1,Credit Card,Churned,8
,5288-AHOUP,0,874.2,1331.58,Yes,457.38,0,Two Year,11,0,78.5,Bank Withdrawal,Stayed,3
11,5293-WXJAK,0,1133.65,1323.4,Yes,189.75,0,Month-to-Month,11,5,104.05,Bank Withdrawal,Churned,27
9,5294-CDGWY,0,3014.65,3014.65,No,0,0,One Year,51,1,59.3,Bank Withdrawal,Churned,2
,5294-DMSFH,0,2621.75,3596.73,Yes,974.98,0,Month-to-Month,29,1,87.8,Credit Card,Stayed,13
,5294-IMHHT,0,5043.2,6789.02,No,1745.82,0,One Year,53,6,97.75,Bank Withdrawal,Stayed,17
9,5295-PCJOO,0,184.4,233.48,Yes,39.08,10,Month-to-Month,4,0,49.4,Bank Withdrawal,Churned,16
,5296-BFCYD,0,936.85,1622.71,Yes,685.86,0,Two Year,46,4,20.1,Mailed Check,Stayed,
,5296-PSYVW,0,1750.7,2397.26,No,646.56,0,Two Year,72,8,24.55,Bank Withdrawal,Stayed,
,5297-MDOIR,0,5224.5,7398.63,Yes,2174.13,0,One Year,63,7,81.15,Credit Card,Stayed,46
,5298-GSTLM,0,6176.6,9111.8,Yes,2935.2,0,One Year,60,0,101.4,Bank Withdrawal,Stayed,11
6,5299-RULOA,0,1064.65,1309.45,Yes,244.8,0,Month-to-Month,10,1,100.25,Bank Withdrawal,Churned,30
10,5299-SJCZT,0,298.35,363.93,Yes,65.58,0,Month-to-Month,3,0,101.55,Bank Withdrawal,Churned,6
2,5301-GAUUY,0,2596.15,2643.83,Yes,47.68,0,Month-to-Month,32,0,80.35,Bank Withdrawal,Churned,21
,5302-BDJNT,0,3418.2,5014.9,No,1596.7,0,Month-to-Month,35,0,95.5,Bank Withdrawal,Stayed,59
,5304-EFJLP,0,8022.85,9351.09,Yes,1218.24,110,Two Year,72,4,111.65,Bank Withdrawal,Stayed,19
,5306-BVTKJ,0,2651.2,4489.6,Yes,1838.4,0,One Year,48,1,55.8,Credit Card,Stayed,85
1,5307-DZCVC,0,2628.6,4195,Yes,1566.4,0,Month-to-Month,32,0,85.95,Credit Card,Churned,9
,5307-UVGNB,0,2495.2,2495.2,Yes,0,0,Month-to-Month,53,5,48.7,Bank Withdrawal,Stayed,25
,5309-TAIKL,0,418.3,476.33,No,58.03,0,Month-to-Month,7,0,62.8,Bank Withdrawal,Stayed,21
,5310-NOOVA,0,907.05,1524.37,No,617.32,0,Two Year,46,0,19.95,Bank Withdrawal,Stayed,
,5311-IHLEI,0,605.75,605.75,Yes,0,0,Month-to-Month,12,0,50.95,Bank Withdrawal,Stayed,9
,5312-IRCFR,0,5980.75,8378.83,Yes,2398.08,0,One Year,64,8,92.85,Bank Withdrawal,Stayed,69
,5312-TSZVC,0,270.6,624,No,353.4,0,One Year,15,0,19.65,Credit Card,Stayed,
,5312-UXESG,0,3990.6,5187.39,No,1196.79,0,Month-to-Month,41,0,98.05,Bank Withdrawal,Stayed,4
,5313-FPXWG,47.91,1266.4,2970.85,Yes,1752.36,0,One Year,51,0,24.6,Bank Withdrawal,Stayed,
,5315-CKEQK,0,1381.8,1593.68,Yes,131.88,80,One Year,28,1,51,Bank Withdrawal,Stayed,21
,5317-FLPJF,0,4193.4,4323.4,Yes,0,130,Two Year,66,0,61.35,Bank Withdrawal,Stayed,73
9,5318-IXUZF,0,183.75,196.15,Yes,12.4,0,Month-to-Month,2,0,87.15,Bank Withdrawal,Churned,6
,5318-YKDPV,0,3566.6,5333.04,Yes,1766.44,0,Two Year,43,1,79.15,Credit Card,Stayed,18
,5320-BRKGK,0,4415.75,4582.21,No,166.46,0,Two Year,58,1,75.8,Credit Card,Stayed,69
,5321-NTRKC,0,5234.95,7545.61,No,2310.66,0,Two Year,66,8,79.85,Bank Withdrawal,Stayed,59
,5322-TEUJK,0,8100.25,8448.86,No,348.61,0,Two Year,71,5,114.6,Bank Withdrawal,Stayed,29
,5322-ZSMZY,0,755.6,973.53,No,217.93,0,Two Year,31,7,25.75,Credit Card,Stayed,
,5324-KTGCG,0,1539.75,4721.97,No,3182.22,0,One Year,71,5,20.85,Bank Withdrawal,Stayed,
,5325-UWTWJ,0,2929.75,3624.77,Yes,695.02,0,Month-to-Month,31,4,90.55,Credit Card,Stayed,21
,5327-CNLUQ,0,4473.45,4766.25,Yes,292.8,0,Two Year,48,1,96.9,Bank Withdrawal,Stayed,18
,5327-XOKKY,0,5329,6139.72,Yes,810.72,0,Two Year,72,7,73.45,Credit Card,Stayed,3
,5329-KRDTM,0,5396.25,7821.21,No,2424.96,0,Two Year,72,4,77.35,Credit Card,Stayed,10
,5331-RGMTT,0,5295.7,7413.62,Yes,2077.92,40,Month-to-Month,54,0,99.05,Credit Card,Stayed,13
,5334-AFQJB,0,1789.9,1960.54,Yes,170.64,0,Two Year,72,0,25.1,Credit Card,Stayed,
,5334-JLAXU,0,5475.9,6408.3,Yes,932.4,0,Month-to-Month,60,8,94.1,Credit Card,Stayed,19
,5336-UFNZP,0,7047.5,8320.2,Yes,1272.7,0,One Year,65,7,107.45,Bank Withdrawal,Stayed,26
,5337-IIWKZ,0,1442.6,1442.6,Yes,0,0,Month-to-Month,34,2,44.85,Bank Withdrawal,Stayed,76
,5338-YHWYT,48.79,2302.35,4213.19,No,1849.63,110,Two Year,37,0,61.45,Credit Card,Stayed,27
,5339-PXDVH,0,367.95,494.23,No,126.28,0,Month-to-Month,4,0,90.65,Bank Withdrawal,Stayed,18
,5339-TJFEK,0,6487.2,7551.7,Yes,914.5,150,Month-to-Month,62,8,105.5,Bank Withdrawal,Stayed,52
,5343-SGUBI,0,4297.6,6528.4,Yes,2230.8,0,One Year,52,0,80.2,Credit Card,Stayed,14
,5345-BMKWB,0,158.35,198.19,No,39.84,0,Month-to-Month,8,9,20.25,Credit Card,Stayed,
,5346-BZCHP,0,1346.2,3083.62,No,1737.42,0,Two Year,69,0,19.4,Credit Card,Stayed,
,5348-CAGXB,0,1021.75,1422.07,Yes,400.32,0,Month-to-Month,12,0,89.55,Bank Withdrawal,Stayed,22
,5349-AZPEW,0,125.5,125.5,No,0,0,Month-to-Month,5,3,25.05,Credit Card,Stayed,53
2,5349-IECLD,0,178.1,230.2,No,52.1,0,Month-to-Month,2,0,94.95,Bank Withdrawal,Churned,2
,5351-QESIO,0,24.2,24.2,No,0,0,Month-to-Month,1,0,24.2,Mailed Check,Joined,17
,5353-WILCI,0,1522.65,2867.73,No,1235.08,110,Month-to-Month,28,0,56.05,Bank Withdrawal,Stayed,15
,5356-CSVSQ,0,174.2,297.17,No,122.97,0,Month-to-Month,3,0,64.6,Bank Withdrawal,Joined,48
,5356-KZCKT,0,1513.6,1651.64,Yes,138.04,0,Two Year,58,0,24.45,Credit Card,Stayed,
5,5356-RHIPP,0,20.2,65.69,Yes,45.49,0,Month-to-Month,1,0,20.2,Credit Card,Churned,
12,5357-TZHPP,0,732.5,1009.7,Yes,277.2,0,Month-to-Month,9,0,84.4,Credit Card,Churned,18
,5360-LJCNJ,0,7555,8357.66,Yes,742.66,60,Two Year,71,4,105.15,Bank Withdrawal,Stayed,3
,5360-XGYAZ,0,4664.5,4724.5,Yes,0,60,Two Year,72,1,65.65,Bank Withdrawal,Stayed,16
3,5364-EVNIB,0,973.45,1374.89,Yes,401.44,0,Month-to-Month,13,0,79.8,Bank Withdrawal,Churned,3
2,5364-XYIRR,0,4812.75,5887.83,Yes,1075.08,0,Month-to-Month,51,1,94.65,Bank Withdrawal,Churned,9
