Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Unlimited Data,Phone Service,Streaming TV,Streaming Movies,Streaming Music,Premium Tech Support,Offer,Customer ID
Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,Yes,None,6266-QHOJZ
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,No,No,Offer C,6267-DCFFZ
No,Yes,Cable,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Offer B,6270-OMFIW
No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Offer E,6275-YDUVO
No,No,,,,,,Yes,,,,,Offer E,6278-FEPBZ
,Yes,Cable,No,No,Yes,Yes,No,Yes,Yes,Yes,No,None,6281-FKEWS
No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Offer A,6283-GITPX
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No,Yes,None,6284-AHOOQ
Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Offer B,6284-KMNUF
Yes,No,,,,,,Yes,,,,,Offer A,6285-FTQBF
No,No,,,,,,Yes,,,,,Offer E,6286-SUUWT
Yes,No,,,,,,Yes,,,,,Offer D,6286-ZHAOK
No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Offer B,6288-CHQJB
No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,No,Yes,None,6288-LBEAR
No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer C,6289-CPNLD
Yes,No,,,,,,Yes,,,,,Offer B,6292-TOSSS
Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Offer A,6295-OSINB
No,Yes,Cable,No,Yes,No,Yes,Yes,Yes,No,No,No,None,6296-DDOOR
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,6297-NOOPG
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,No,No,None,6298-QDFNH
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,No,Yes,None,6300-BWMJX
Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,None,6302-JGYRJ
Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,No,No,No,None,6303-KFWSL
No,Yes,Cable,No,Yes,No,Yes,Yes,No,No,No,No,None,6304-IJFSQ
No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,6305-YLBMM
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,6308-CQRBU
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No,No,None,6311-UEUME
,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,No,No,None,6313-GIDIT
,Yes,DSL,No,Yes,No,Yes,No,No,No,No,No,Offer E,6317-YPKDH
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,No,None,6319-IEJWJ
No,No,,,,,,Yes,,,,,Offer D,6319-QSUSR
No,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Offer B,6322-HRPFA
No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Offer B,6322-PJJDJ
No,No,,,,,,Yes,,,,,None,6323-AYBRX
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Offer E,6326-MTTXK
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,No,None,6328-ZPBGN
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,No,No,Offer D,6330-JKLPC
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No,No,Offer D,6331-EWIEB
Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,No,None,6331-LWDTQ
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,None,6332-FBZRI
Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,6333-YDVLT
,Yes,DSL,No,No,Yes,Yes,No,Yes,No,No,No,None,6338-AVWCY
,Yes,DSL,No,Yes,No,Yes,No,No,No,No,No,Offer D,6339-DKLMK
No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,6339-RZCBJ
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,No,Yes,None,6339-TBELP
No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,No,No,None,6339-YPSAH
No,No,,,,,,Yes,,,,,None,6340-DACFT
No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer B,6341-AEVKX
No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,6341-JVQGF
,Yes,DSL,No,No,No,Yes,No,No,No,No,No,None,6344-SFJVH
No,No,,,,,,Yes,,,,,Offer A,6345-FZOQH
,Yes,Cable,No,No,No,Yes,No,No,No,No,No,None,6345-HOVES
Yes,Yes,Cable,No,Yes,No,Yes,Yes,No,Yes,Yes,No,None,6345-ULYRW
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,Yes,No,Offer D,6347-DCUIK
,Yes,Cable,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Offer A,6348-SNFUS
No,No,,,,,,Yes,,,,,None,6349-JDHQP
No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,None,6350-XFYGW
,Yes,Cable,Yes,No,Yes,Yes,No,No,No,No,Yes,None,6351-SCJKT
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer A,6352-GIGGQ
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No,No,None,6352-TWCAU
Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Offer B,6353-BRMMA
No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,None,6356-ELRKD
No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,No,No,None,6357-JJPQT
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,Yes,No,Offer E,6358-LYNGM
No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,No,None,6360-SVNWV
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,6362-QHAFM
No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,6365-HITVU
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,None,6365-MTGZX
No,Yes,Cable,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,None,6366-XIVKZ
,Yes,Cable,No,No,No,Yes,No,No,No,No,No,Offer E,6366-ZGQGL
Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,None,6368-NWMCE
No,No,,,,,,Yes,,,,,None,6368-TZZDT
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer A,6369-MCAKO
Yes,No,,,,,,Yes,,,,,Offer B,6370-ZVHDV
No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,No,None,6371-NZYEG
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No,No,Offer E,6372-RFVNS
No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,None,6374-AFWOX
No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,None,6374-NTQLP
No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,No,No,Offer E,6376-GAHQE
No,No,,,,,,Yes,,,,,None,6377-KSLXC
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Offer B,6377-WHAOX
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,6379-RXJRQ
No,No,,,,,,Yes,,,,,Offer E,6380-ARCEH
No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,None,6383-ZTSIW
No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Offer A,6384-VMJHP
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,6386-SZZKH
No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,No,No,Offer B,6388-TABGU
No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,No,None,6390-DSAZX
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,No,None,6393-WRYZE
No,No,,,,,,Yes,,,,,Offer E,6394-HHHZM
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,None,6394-MFYNG
,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Offer B,6397-JNZZG
Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,No,None,6400-BWQKW
No,Yes,DSL,No,No,No,Yes,Yes,No,Yes,Yes,No,None,6402-EJMWF
,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,None,6402-SSEJG
Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,None,6402-ZFPPI
Yes,No,,,,,,Yes,,,,,Offer B,6407-GSJNL
No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,No,No,None,6407-UTSLV
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Offer A,6408-OTUBZ
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,6408-WHTEF
No,Yes,DSL,No,No,No,Yes,Yes,No,No,No,No,None,6410-LEFEN
No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,No,No,None,6413-XKKPU
No,Yes,Cable,No,No,No,Yes,Yes,No,Yes,Yes,No,Offer B,6416-JNVRK
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,Offer E,6416-TVAIH
No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,No,No,Offer D,6416-YJTTB
No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer B,6418-HNFED
No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer B,6418-PIQSP
No,No,,,,,,Yes,,,,,None,6419-ZTTLE
No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Offer C,6421-SZVEM
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,Offer E,6424-ELEYH
No,No,,,,,,Yes,,,,,Offer B,6425-JWTDV
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,None,6425-YQLLO
Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Offer C,6427-FEFIG
Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Offer D,6429-SHBCB
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,No,Yes,Offer E,6432-TWQLB
,Yes,Cable,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Offer D,6434-TTGJP
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,No,Yes,Offer E,6435-SRWBJ
Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Offer B,6435-VWCCY
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,None,6437-UDQJM
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No,No,None,6437-UKHMV
Yes,Yes,Cable,No,No,Yes,Yes,Yes,No,No,No,Yes,None,6439-GTPCA
No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Offer E,6439-LAJXL
Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Offer A,6439-PKTRR
No,Yes,Cable,No,Yes,Yes,No,Yes,Yes,No,No,No,Offer C,6440-DKQGE
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer A,6445-TNRXS
No,No,,,,,,Yes,,,,,None,6447-EGDIV
,Yes,Cable,No,No,No,Yes,No,No,No,No,No,Offer C,6447-GORXK
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,6457-GIRWB
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Yes,No,None,6457-USBER
No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,No,Offer E,6458-CYIDZ
No,Yes,Cable,Yes,No,No,Yes,Yes,No,No,No,Yes,None,6461-PPAXN
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,6461-SZMCV
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Offer A,6463-HHXJR
No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Offer B,6463-MVYRY
,Yes,Cable,No,No,No,Yes,No,No,No,No,No,None,6464-KEXXH
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Offer A,6465-GSRCL
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,None,6467-CHFZW
No,No,,,,,,Yes,,,,,None,6469-MRVET
No,No,,,,,,Yes,,,,,None,6469-QJKZW
Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Offer D,6473-ULUHT
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Yes,No,Offer E,6474-FVJLC
No,Yes,Cable,No,No,Yes,Yes,Yes,No,No,No,Yes,Offer D,6475-VHUIZ
No,No,,,,,,Yes,,,,,None,6476-EPYZR
No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,6476-YHMGA
No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,None,6478-HRRCZ
No,No,,,,,,Yes,,,,,Offer C,6479-OAUSD
No,No,,,,,,Yes,,,,,None,6479-SZPLM
No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,6479-VDGRK
No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,6480-YAGIY
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,None,6481-ESCNL
,Yes,DSL,No,Yes,Yes,No,No,No,No,No,No,None,6481-LXPWL
No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Offer A,6481-OGDOO
No,Yes,DSL,Yes,No,No,Yes,Yes,No,No,No,No,None,6483-OATDN
Yes,No,,,,,,Yes,,,,,None,6484-LATFU
Yes,No,,,,,,Yes,,,,,Offer B,6485-QXWWE
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,No,No,None,6486-LHTMA
No,No,,,,,,Yes,,,,,Offer E,6490-FGZAT
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No,No,None,6496-JDSSB
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Offer E,6496-SLWHQ
No,Yes,DSL,Yes,No,No,Yes,Yes,No,No,No,No,None,6497-TILVL
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,None,6500-JVEGC
Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,None,6502-HCJTI
No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Offer D,6502-KUGLL
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,Yes,No,None,6502-MJQAE
No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Offer B,6504-VBLFL
,Yes,Cable,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,None,6505-OZNPG
No,No,,,,,,Yes,,,,,None,6506-EYCNH
No,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Offer D,6507-DTJZV
No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,No,None,6507-ZJSUR
No,No,,,,,,Yes,,,,,None,6508-NJYRO
Yes,No,,,,,,Yes,,,,,None,6509-TSGWN
Yes,No,,,,,,Yes,,,,,None,6510-UPNKS
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,None,6513-EECDB
No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,6516-NKQBO
Yes,No,,,,,,Yes,,,,,Offer D,6518-KZXCB
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,6518-LGAOV
No,No,,,,,,Yes,,,,,None,6518-PPLMZ
No,Yes,Cable,No,No,No,Yes,Yes,No,No,No,No,None,6519-CFDBX
No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,None,6519-ZHPXP
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Offer E,6521-YYTYI
,Yes,Cable,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Offer A,6522-OIQSX
Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Offer C,6522-YRBXD
No,No,,,,,,Yes,,,,,Offer C,6527-PZFPV
No,No,,,,,,Yes,,,,,Offer B,6532-YLWSI
,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Offer D,6537-OTKMY
,Yes,DSL,Yes,No,No,Yes,No,Yes,No,No,No,None,6537-QLGEX
No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,No,No,Offer C,6538-POCHL
,Yes,DSL,No,No,No,Yes,No,No,No,No,No,Offer E,6542-LWGXJ
,Yes,DSL,No,Yes,No,No,No,No,No,No,No,Offer E,6543-CPZMK
No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Offer D,6543-JXSOO
Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,No,No,None,6543-XRMYR
Yes,No,,,,,,Yes,,,,,None,6546-OPBBH
,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,None,6549-BTYPG
,Yes,Cable,Yes,No,No,Yes,No,No,No,No,No,None,6549-NNDYT
No,No,,,,,,Yes,,,,,None,6549-YMFAW
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Yes,No,None,6551-GNYDG
No,No,,,,,,Yes,,,,,Offer C,6551-VLJMV
Yes,No,,,,,,Yes,,,,,Offer C,6551-ZCOTS
No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,No,No,None,6556-DBKZF
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,Offer D,6557-BZXLQ
,Yes,Cable,No,Yes,No,No,No,Yes,Yes,Yes,No,None,6559-ILWKJ
No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,6559-PDZLR
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Offer B,6559-RAKOZ
No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,Yes,None,6563-VNPMN
No,No,,,,,,Yes,,,,,None,6563-VRERX
No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No,No,None,6567-HOOPW
No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Yes,None,6568-POCUI
No,No,,,,,,Yes,,,,,None,6569-KTMDU
No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,No,No,Offer B,6572-ADKRS
Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,None,6574-MCOEH
Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,No,No,Yes,None,6575-SUVOI
,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Offer D,6576-FBXOJ
No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,None,6578-KRMAW
No,No,,,,,,Yes,,,,,None,6579-JPICP
,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Offer D,6581-NQCBA
No,Yes,Cable,No,No,No,Yes,Yes,No,No,No,No,None,6582-OIVSP
No,No,,,,,,Yes,,,,,Offer B,6582-PLFUU
No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Offer D,6583-KQJLK
Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,No,No,Offer B,6583-QGCSI
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,None,6583-SZVGP
No,Yes,DSL,Yes,Yes,No,No,Yes,No,No,No,No,Offer C,6584-VQMYT
No,No,,,,,,Yes,,,,,None,6585-WCEWR
Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Offer A,6586-MYGKD
No,Yes,DSL,No,No,Yes,No,Yes,No,No,No,Yes,Offer D,6586-PSJOX
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,None,6591-QGOYB
No,Yes,Cable,No,No,No,Yes,Yes,No,No,No,No,Offer E,6595-COKXZ
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,No,No,Offer C,6595-YGXIT
,Yes,DSL,Yes,Yes,No,Yes,No,Yes,No,No,No,Offer B,6598-KELSS
No,No,,,,,,Yes,,,,,None,6598-RFFVI
No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,No,No,Offer C,6599-CEBNN
No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,No,No,None,6599-GZWCM
Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Offer B,6599-RCLCJ
No,Yes,Cable,No,No,No,Yes,Yes,No,Yes,Yes,No,None,6599-SFQVE
No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer B,6603-QWSPR
No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Offer C,6603-YRDCJ
No,Yes,DSL,No,No,Yes,Yes,Yes,No,No,No,No,None,6608-QQLVK
Yes,No,,,,,,Yes,,,,,Offer C,6609-MXJHJ
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,6614-FHDBO
No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Offer C,6614-VBEGU
,Yes,Cable,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Offer A,6614-YOLAC
Yes,No,,,,,,Yes,,,,,None,6614-YWYSC
Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,None,6615-NGGZJ
No,No,,,,,,Yes,,,,,None,6615-ZGEDR
Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,None,6616-AALSR
Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,No,Offer D,6617-WLBQC
Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,No,No,Offer E,6618-RYATB
No,No,,,,,,Yes,,,,,Offer B,6619-RPLQZ
No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Offer C,6620-HVDUJ
Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,No,No,Offer D,6620-JDYNW
No,No,,,,,,Yes,,,,,Offer B,6621-NRZAK
No,No,,,,,,Yes,,,,,None,6621-YOBKI
,Yes,Cable,Yes,No,No,Yes,No,No,No,No,No,Offer E,6624-JDRDS
No,No,,,,,,Yes,,,,,None,6625-FLENO
No,Yes,Cable,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Offer A,6625-IUTTT
No,Yes,Cable,No,Yes,No,Yes,Yes,No,No,No,No,Offer D,6625-UTXEW
Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Offer B,6627-CFOSN
No,Yes,Cable,No,No,No,Yes,Yes,No,Yes,Yes,No,None,6629-CZTTH
No,Yes,DSL,Yes,No,No,Yes,Yes,No,No,No,No,Offer E,6629-LADHQ
Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,No,No,None,6630-UJZMY
Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,6631-HMANX
No,Yes,DSL,No,No,No,Yes,Yes,No,No,No,Yes,Offer E,6633-MPWBS
No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,No,Yes,None,6633-SYEUS
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,No,No,No,None,6635-CPNUN
No,Yes,Cable,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,None,6635-MYYYZ
,Yes,DSL,No,Yes,No,Yes,No,No,No,No,No,None,6637-KYRCV
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,Offer C,6641-XRPSU
No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Offer E,6645-MXQJT
No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,No,None,6646-JPPHA
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,None,6646-QVXLR
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,None,6646-VRFOL
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,None,6647-ZEDXT
No,No,,,,,,Yes,,,,,Offer D,6648-INWPS
Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Offer A,6650-BWFRT
No,Yes,Cable,No,No,No,No,Yes,No,No,No,No,None,6650-VJONK
Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,No,None,6651-AZVTJ
Yes,No,,,,,,Yes,,,,,Offer A,6651-RLGGM
No,Yes,Cable,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Offer D,6652-YFFJO
No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,No,Offer E,6653-CBBOM
No,No,,,,,,Yes,,,,,None,6654-QGBZZ
Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Offer B,6655-LHBYW
Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,None,6656-GULJQ
,Yes,DSL,No,No,No,No,No,No,No,No,Yes,None,6656-JWRQX
,Yes,DSL,No,No,No,Yes,No,No,No,No,Yes,None,6661-EIPZC
Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,None,6661-HBGWL
Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,None,6663-JOCQO
